Energy Load,Max Demand,Stored Energy,Genereted Energy,Power exchange,Data,Influent Flow,Water Flow,Total Volume,Hydroelectric Gen.,Hydroelectric Gen. SE/CO,TmedGeneral,relative humidityGeneral,VelwindmedGeneral,WeekDay,Month
1042.648127,63865.89,145332.2445,1249.27770909,-42.844939999999994,2008-07-28,647.0196183206108,683.0233613445382,67.17474576271188,1105.10798,734.93417,17.83555555555556,53.388888888888886,1.0962964444444443,0,7
1237.682511,64795.89,144678.447,1280.78319917,-31.30262,2008-07-29,650.2999236641223,681.0104201680673,67.83155172413795,1144.96015,768.21619,17.528888888888886,57.77777777777778,1.2555556666666665,1,7
1269.243241,65036.73,143977.89750000002,1283.94001909,-30.55229,2008-07-30,679.1637692307689,713.6376271186444,68.58631578947372,1148.91554,772.89931,17.90666666666667,56.27777777777778,1.177777888888889,2,7
1274.628873,64809.11,143432.94449999998,1288.47659911,-35.13141,2008-07-31,680.5661538461538,716.2222033898305,68.92754385964915,1159.17772,775.29599,17.80666666666667,56.666666666666664,1.060328777777778,3,7
1276.955534,64027.69,142898.949,1293.61840912,-32.26394,2008-08-01,754.9430769230768,785.8224576271185,51.693620689655155,1154.45795,776.16057,17.891111111111112,59.77777777777778,1.0164192222222224,4,8
1282.11062,63460.13,142538.082,1200.31694898,-39.66628,2008-08-02,981.4449230769227,995.4911864406779,62.995517241379304,1053.76161,720.46161,18.60666666666667,54.80555555555556,1.6486830000000003,5,8
1188.722672,57132.71,142295.556,1060.56643915,3.2411399999999944,2008-08-03,905.5865384615381,920.6469491525423,63.40879310344828,932.8399,674.42872,17.982222222222223,60.69444444444444,1.028599888888889,6,8
1057.40039,62718.98,141754.2555,1251.37481913,-31.383299999999995,2008-08-04,1140.022846153846,1146.5662711864402,70.92965517241382,1104.33803,743.40067,17.66,61.416666666666664,1.3127154444444447,0,8
1239.889973,63496.75,141217.338,1284.48637916,-28.869029999999995,2008-08-05,912.34427480916,939.8101680672268,78.64655172413794,1133.57506,768.24848,18.53111111111111,61.361111111111114,1.5714800000000002,1,8
1273.007231,64342.82,140700.144,1299.4249391,-21.764650000000003,2008-08-06,686.354076923077,711.2393220338984,77.77543859649127,1152.03981,783.1685,18.61777777777778,59.833333333333336,1.716954222222222,2,8
1287.954557,63965.06,140109.1695,1311.25468902,-12.614730000000002,2008-08-07,654.6579389312975,683.797142857143,75.44344827586205,1167.94603,791.35226,18.69333333333334,59.638888888888886,1.337037111111111,3,8
1299.679212,63275.45,139710.31650000002,1306.88590913,-21.36374,2008-08-08,718.5693846153848,759.3437288135594,67.99999999999999,1160.63179,791.20956,17.695555555555554,58.94444444444444,1.3920975555555557,4,8
1296.329822,62513.72,139517.4645,1205.45839906,-12.617819999999995,2008-08-09,621.5400000000002,655.2044915254238,62.60948275862068,1061.83332,739.15411,17.604444444444443,61.083333333333336,1.3571600000000001,5,8
1198.395194,56710.38,139491.897,1057.06558916,16.481340000000003,2008-08-10,728.1852307692308,751.0592372881355,59.72431034482757,912.77241,652.81011,17.93777777777778,59.861111111111114,1.8533024444444441,6,8
1051.468068,64170.27,139123.725,1250.14971912,-2.7580000000000027,2008-08-11,787.6722307692306,796.3017647058828,58.907586206896546,1112.94663,757.21901,18.797777777777778,54.94444444444444,1.3841555555555558,0,8
1247.347721,65167.03,138696.3825,1299.7167091,16.43739,2008-08-12,678.624621212121,680.7620661157023,55.3950847457627,1168.09667,796.65744,19.053333333333335,52.333333333333336,1.569340888888889,1,8
1299.123439,64817.17,138141.93300000002,1301.96587918,-13.45419,2008-08-13,708.1772307692308,749.9372881355939,67.96140350877192,1174.22223,784.82165,17.746666666666666,57.02777777777778,1.5587644444444446,2,8
1301.623358,64547.22,137729.20049999998,1302.25847899,-10.180039999999998,2008-08-14,728.2268461538459,770.1376271186438,67.82719298245614,1166.02053,779.35527,18.135555555555555,57.888888888888886,1.2529214444444443,3,8
1302.25848,63959.55,137474.9865,1288.87515906,-14.480030000000003,2008-08-15,727.0470229007633,767.3749579831933,68.57035087719296,1162.56159,771.00358,19.14888888888889,54.166666666666664,1.2232917777777779,4,8
1287.43336,63929.08,137409.972,1206.60631906,-38.01894,2008-08-16,702.117923076923,737.0707627118643,68.47210526315789,1063.41994,722.79257,19.5,52.80555555555556,1.1455142222222223,5,8
1205.16546,58457.96,137114.85,1083.35473912,-11.022229999999993,2008-08-17,627.6512213740458,656.7922689075627,66.97949152542373,936.98543,685.98962,19.728888888888886,48.30555555555556,1.3333332222222225,6,8
1082.02074,64270.66,136836.5295,1267.62381896,-21.38271,2008-08-18,690.4718320610684,727.353193277311,67.70517241379311,1125.07027,752.85246,19.508888888888887,49.0,1.3999998888888887,0,8
1279.874136,65077.57,136285.002,1310.0010891,-34.80672,2008-08-19,731.4996946564886,764.6898319327735,65.97864406779661,1170.06648,767.33651,19.202222222222222,52.44444444444444,1.5555555555555556,1,8
1312.902801,64922.21,135864.9645,1310.90677901,-50.37699,2008-08-20,715.0609160305345,748.8371428571427,66.14067796610169,1178.79762,757.9394,19.353333333333335,51.5,1.337037111111111,2,8
1310.60516,65116.07,135256.458,1319.97047915,-44.390859999999996,2008-08-21,692.973923076923,725.9633898305085,67.91596491228071,1183.37298,765.13768,19.11777777777778,50.361111111111114,1.1904933333333334,3,8
1319.53407,64190.2,134722.4625,1314.33118916,-50.52897,2008-08-22,691.6524615384618,724.9958474576268,67.87087719298248,1179.51949,766.10975,18.015555555555558,55.138888888888886,1.3751437777777777,4,8
1313.88371,63360.42,134437.5675,1193.37085903,-68.24436,2008-08-23,640.8009160305343,670.2177310924368,65.6323728813559,1057.74764,720.54902,17.90888888888889,55.416666666666664,2.1074073333333336,5,8
1207.501815,58858.88,134266.6305,1048.34741902,-41.7308,2008-08-24,562.5797709923662,590.410756302521,65.12271186440678,903.36003,646.038,19.311111111111114,55.72222222222222,1.788928888888889,6,8
1073.419088,63987.81,133646.436,1258.14391905,-41.27223,2008-08-25,612.1522900763359,644.0844537815125,64.74355932203392,1113.47218,727.49142,19.802222222222223,49.27777777777778,1.671974888888889,0,8
1264.645579,64544.75,132989.71649999998,1301.29684912,-39.03223,2008-08-26,641.4209160305346,672.4345378151268,64.14525423728813,1167.39975,757.94961,19.04222222222222,51.30555555555556,1.4180236666666666,1,8
1300.06037,64831.6,132463.026,1270.48442908,-48.60911,2008-08-27,645.2533076923078,678.0687288135598,64.60448275862068,1133.03804,757.4593,18.935555555555553,50.80555555555556,1.2111111111111112,2,8
1298.962867,64661.41,131801.193,1277.75551894,-55.82081,2008-08-28,662.0556923076924,699.0531355932208,64.79396551724138,1151.14019,743.61762,20.377777777777776,47.27777777777778,1.6481481111111114,3,8
1301.057611,63898.03,131102.10450000002,1294.13428908,-40.50373,2008-08-29,663.2733587786257,699.0360504201682,63.566610169491526,1167.47607,743.36072,18.60888888888889,52.111111111111114,2.1566252222222224,4,8
1297.911735,61325.48,130625.8185,1178.11706911,-60.760510000000004,2008-08-30,626.4908396946566,659.519075630252,63.64000000000003,1054.95231,684.16204,17.584444444444447,53.80555555555556,1.8529215555555554,5,8
1185.534915,57319.32,130266.4125,1028.23699909,-48.2928,2008-08-31,558.2863076923077,587.3147457627117,64.03965517241379,901.8967,618.1351,18.237777777777776,52.166666666666664,1.8439496666666666,6,8
1044.62599,63447.28,129524.22450000001,1218.92492911,-60.91173,2008-09-01,755.1699999999998,783.2469491525425,51.40413793103448,1088.72472,701.80698,19.242222222222225,51.97222222222222,1.5714398888888887,0,9
1238.34683,64549.95,128805.4125,1268.91691901,-49.491800000000005,2008-09-02,932.9371538461538,945.5807627118648,64.04724137931034,1136.57337,730.17808,20.355555555555554,46.861111111111114,1.2084769999999998,1,9
